match_id,team_id,frame_idx,minute,adc_x,adc_y,adc_zone_v5_abs,adc_exclusion_reason
EUW1_7697278270,100,11,11.005516666666667,11332.0,3414.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697282302,200,6,6.0033666666666665,14344.0,14296.0,RED_BASE,adc_in_base
EUW1_7697282302,200,8,8.003983333333334,12799.0,2733.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697282619,200,6,6.003283333333333,14034.0,12387.0,RED_BASE,adc_in_base
EUW1_7697282619,200,11,11.0046,13878.0,11437.0,RED_BASE,adc_in_base
EUW1_7697283048,100,9,9.0039,12163.0,3101.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697283048,200,5,5.002683333333334,13859.0,11378.0,RED_BASE,adc_in_base
EUW1_7697283048,200,9,9.0039,13411.0,4354.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697283048,200,11,11.004216666666666,14139.0,12878.0,RED_BASE,adc_in_base
EUW1_7697283585,200,5,5.00375,14034.0,4901.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697284477,200,8,8.001666666666667,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697284477,200,11,11.003616666666666,13908.0,11931.0,RED_BASE,adc_in_base
EUW1_7697284874,100,5,5.0031,3431.0,824.0,BLUE_BASE,adc_in_base
EUW1_7697287832,100,10,10.002216666666667,2310.0,666.0,BLUE_BASE,adc_in_base
EUW1_7697288248,100,7,7.003466666666666,8575.0,4813.0,BLUE_BOT_JUNGLE,adc_dead_with_xy
EUW1_7697288248,200,6,6.00345,14063.0,12263.0,RED_BASE,adc_in_base
EUW1_7697289091,200,5,5.003183333333333,14144.0,13676.0,RED_BASE,adc_in_base
EUW1_7697289091,200,11,11.005466666666667,14219.0,13965.0,RED_BASE,adc_in_base
EUW1_7697289121,100,8,8.003833333333333,3476.0,865.0,BLUE_BASE,adc_in_base
EUW1_7697289121,200,8,8.003833333333333,14206.0,12741.0,RED_BASE,adc_in_base
EUW1_7697289951,100,6,6.001383333333333,1512.0,560.0,BLUE_BASE,adc_in_base
EUW1_7697290665,200,5,5.002883333333333,14362.0,14142.0,RED_BASE,adc_in_base
EUW1_7697290665,200,10,10.003783333333333,14141.0,11380.0,RED_BASE,adc_in_base
EUW1_7697290714,200,10,10.004183333333334,14262.0,13643.0,RED_BASE,adc_in_base
EUW1_7697292791,100,9,9.001383333333333,10348.0,1729.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697292791,100,10,10.001883333333334,12462.0,2938.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697293768,200,11,11.00435,13652.0,4389.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697294927,100,6,6.003333333333333,3594.0,675.0,BLUE_BASE,adc_in_base
EUW1_7697296057,100,7,7.0033,1255.0,657.0,BLUE_BASE,adc_in_base
EUW1_7697296057,200,10,10.003983333333334,13382.0,3348.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697297158,200,7,7.003616666666667,14090.0,4378.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697297969,100,6,6.001766666666667,10980.0,1548.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697297969,200,8,8.0043,13748.0,12904.0,RED_BASE,adc_in_base
EUW1_7697298603,200,7,7.003666666666667,12659.0,3005.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697299069,100,8,8.003016666666667,2792.0,752.0,BLUE_BASE,adc_in_base
EUW1_7697299069,200,8,8.003016666666667,14029.0,12481.0,RED_BASE,adc_in_base
EUW1_7697300877,100,6,6.003116666666667,394.0,461.0,BLUE_BASE,adc_in_base
EUW1_7697300877,200,6,6.003116666666667,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697301948,200,6,6.001633333333333,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697302753,100,6,6.0014666666666665,12311.0,1666.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697302753,200,9,9.0039,13660.0,3883.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697302767,100,7,7.00365,586.0,517.0,BLUE_BASE,adc_in_base
EUW1_7697302767,100,9,9.00425,524.0,548.0,BLUE_BASE,adc_in_base
EUW1_7697302882,200,6,6.00155,14011.0,3971.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697303008,100,8,8.0028,10247.0,861.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697303008,200,11,11.00315,14160.0,11081.0,RED_BASE,adc_in_base
